město;nazev;datum
Hlučín;MSK - Rozhodnutí o udělení souhlasu - město Dolní Benešov;2024-02-06
Hlučín;MSK - Rozhodnutí o udělení souhlasu - obec Hať;2024-02-06
Hlučín;Zveřejnění záměru města Hlučína - prodat jednosloupovou trafostanici v k.ú. Kozmice;2024-02-14
Hlučín;Zveřejnění záměru - prodat část pozemku parc.č. 2/4 o výměře cca 354m2 a část pozemku parc.č. 4430/2 o výměře cca 4m2 v  Hlučíně;2024-03-19
Hlučín;Zveřejnění záměru -  pronajmout část nebyt.prostor o výměře 21,17 m2 - masérna - Sportovní hala v Hlučíně;2024-03-21
Hlučín;Volby do Evropského parlamentu konané ve dnech 7. a 8. června 2024 - stanovení min.počtu členů OVK;2024-03-25
Hlučín;Volby do Evropského parlamentu konané ve dnech 7. a 8. června 2024 - stanovení počtu prostorů pro úpravu  hlas. lístků;2024-03-25
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1300/5 v k.ú. Hlučín o výměře 9m2 - stánek s kávou;2024-03-28
Hlučín;Zveřejnění záměru - prodat část pozemku parc.č. 1706/2 o výměře 8m2 v Hlučíně;2024-04-03
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 4432 o výměře 12m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 2217/47 o výměře 177m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 3858 o výměře 4287m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 2217/47 o výměře 91m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 4432 o výměře 2m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 4436 o výměře 2m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 4434 o výměře 1135m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 1157 o výměře 858m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru - propachtovat část poz. parc.č. 1157 o výměře 350m2 v k.ú. Hlučín - stávajícímu uživateli;2024-04-08
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1608/16 o výměře 21m2 v k.ú. Hlučín - vlastníkovi stavby garáže;2024-04-08
Hlučín;Zveřejnění záměru - vypůjčit část pozemku parc.č. 1608/16 o výměře 812,5m2 a pozemek parc.č. 1608/4 v k.ú. Hlučín;2024-04-08
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1608/19 o výměře 18m2 v k.ú. Hlučín - vlastníkovi stavby garáže;2024-04-08
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1608/19 o výměře 18m2 v k.ú. Hlučín - vlastníkovi stavby garáže;2024-04-08
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1608/17 o výměře 15,84m2 v k.ú. Hlučín - vlastníkovi stavby garáže;2024-04-08
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1608/16 o výměře 9m2 a 19,5m2 v k.ú. Hlučín - vlastníkovi stavby garáže;2024-04-08
Hlučín;Město Hlučín - Zveřejnění výsledků kontrol souhrn 2023;2024-04-09
Hlučín;Zveřejnění záměru -  pronajmout část pozemku parc.č. 1300/5 v k.ú. Hlučín o výměře 25m2 - umístění samoobslužné prodejny;2024-04-23
Hlučín;Volby do Evropského parlamentu konané ve dnech 7. a 8. června 2024 - Školení všem předsedům, místopředsedům a zapisovatelům  dne  30.5.2024 v 8:00 - KD v Hlučíně;2024-04-23
Hlučín;Oznámení o projednávání Návrhu Zprávy o uplatňování územního plánu Hlučína;2024-04-25
Hlučín;FÚMSK - Veřejná vyhláška - Daň z nemovitých věcí na rok 2024;2024-04-26
Hlučín;Usnesení - Elektronická dražba č.j. 203 Ex 08340/23-33;2024-04-29
Hlučín;Zveřejnění záměru -  pronajmout dřevěný prodejní stánek o rozměrech 3,3m x 3,3m na části pozemku parc. č. 1300/5 v  k.ú. Hlučín;2024-04-29
Hlučín;Zveřejnění záměru - uzavřít dadatek č.9 ke Smlouvě č. 042016SRA o nájmu nebyt. prostor ve sportovně rekreačním areálu;2024-05-14
Hlučín;MVČR - Oznámení o vyhlášení právního předpisu - 3/2024 Nařízení, kterým se stanovuje maximální cena za přiložení a odstranění  technických prostředků k zabránění odjezdu vozidla;2024-05-14
Hlučín;Veřejná vyhláška - místní úprava provozu na poz. komunikacích - MK Severní, MK Boženy Němcové, MK 1.máje, MK Příční v Hlučíně;2024-05-14
Hlučín;Návrh Závěrečného účtu Sdružení obcí Hlučínska za rok 2023;2024-05-15
Hlučín;Zveřejnění záměru - prodat část pozemku parc. č. 211 v obci a k.ú. Hlučín;2024-05-15
Hlučín;Zveřejnění záměru - prodat pozemek parc. č. 135/2 v k. ú. Bobrovníky;2024-05-15
Hlučín;Zveřejnění záměru - směnit část pozemku parc. č. 3071/200 v k. ú. Hlučín o výměře 87 m2 za část pozemku parc. č. 3071/180 v k. ú. Hlučín o výměře 3 m2;2024-05-15
Hlučín;Oznámení o době a místě konání voleb do Evropského parlamentu;2024-05-17
Hlučín;Veřejná vyhláška - místní úprava provozu na poz. komunikacích - silnice III/4695, MK Revoluční v obci Vřesina;2024-05-21
Hlučín;ČEZ Distribuce. a.s. - přerušení dodávky elektřiny Hlučín, Darkovice  12.06.2024 od 08:00 - 16:30;2024-05-22
Hlučín;Veřejná vyhláška - Oznámení zahájení společného řízení - Oprava komunikace Moravská - slepá část - Hlučín;2024-05-22
Hlučín;Oznámení pro osoby s trvalým pobytem na ohlašovně MěÚ Hlučín (Mírové nám. 23, 748 01 Hlučín) o uložení doporučených zásilek;2024-05-22
Hradec Králové;Výběrové řízení na pozici: Referent/ka - investiční technik - PRODLOUŽENÍ;2024-05-24
Hradec Králové;Dražeb. vyhláška - Usnesení o nařízení elektron. dražby č.j. 112 EX 1312/10-189, 24.7.2024, 10:00 h.;2024-05-24
Hradec Králové;OM1/064/2024 - pronájem pozemku pp. č. 939/4 na letišti v k. ú. Věkoše;2024-05-24
Hradec Králové;oznámení o zahájení řízení - stanoviska: S - Snížení energetické náročnosti bytového domu č.p.1087-1;2024-05-24
Hradec Králové;OM2/41/2024 záměr pronajmout stp. č. 1268 v k. ú. Slezské předměstí, budova bez čp. (garáž);2024-05-24
Hradec Králové;OM2/42/2024 záměr pronajmout stp. č. 2361 v k. ú. Kukleny, jejíž součástí je budova bez čp. (garáž);2024-05-24
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ - p.p.č. 997/2 v k.ú. Nový Hra;2024-05-24
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( červen 2023 ) - blokové čištění na mě;2024-05-24
Hradec Králové;Oznámení o době a místě konání voleb do Evropského parlamentu - 7. a 8. 6. 2024;2024-05-23
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( červen 2024 ) - blokové čištění na mě;2024-05-23
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( květen, červen 2023 ) - mimořádné blo;2024-05-23
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( červen 2024 ) - blokové čištění na mě;2024-05-23
Hradec Králové;Stanovení místní úpravy na silnicích II.a III.třídy: Stanovení MÚ DZ MK - p.p.č. 547/9, k.ú. Plačice;2024-05-23
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ MK - ul. Akademika Bedrny, HK;2024-05-23
Hradec Králové;rozhodnutí - prodloužení platnosti rozhodnutí: Rekonstrukce ulice Za Kostelem;2024-05-23
Hradec Králové;rozhodnutí - prodloužení platnosti rozhodnutí: Vážní, Malá, Na Dubech - úpravy dopravního řešení;2024-05-23
Hradec Králové;rozhodnutí o umístění stavby: žádost o vydání rozhodnutí o scelení pozemků - parc. č. 347/8, 347/119;2024-05-23
Hradec Králové;sdělení - seznámení s podklady rozhodnutí: Stavební úpravy bytového domu č.p. 278 v ulici S. K. Neum;2024-05-23
Hradec Králové;Veřejná vyhláška komunální odpad 22.5.2024;2024-05-23
Hradec Králové;Stanovení přechodné úpravy na silnicích II.a III.třídy: Stanovení PŘÚ DZ silnice - sil.II/324 a MK p;2024-05-23
Hradec Králové;OM2/37/2024-záměr uzavřít dod.č. 13 k NS č. 2265/2009, převod nájmu, zvýšení nájemného k. ú. Věkoše;2024-05-23
Hradec Králové;OM2/38/2024 - záměr pronajmout místnost č. 104 a část chodby v budově č. p. 550 v k. ú. Věkoše;2024-05-23
Hradec Králové;OM2/39/2024-záměr dod. č. 3 k NS č. 3088/2017-rozšíření předmětu nájmu budovu e.č. 127 v k. ú. Rusek;2024-05-23
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060953173, k. ú. Slezské Předměstí;2024-05-22
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060958530, k. ú. Pražské Předměstí;2024-05-22
Hradec Králové;Oznámení o plán. přerušení dodávky elektrické energie č. 110060957604, k. ú. Nový Hr. Králové, Kluky;2024-05-22
Hradec Králové;Zpráva o uplatňování Územního plánu Kratonohy 2022-2024, Změna č.2 - oznámení projednání, vyhláška;2024-05-22
Hradec Králové;oznámení o zahájení řízení - stanoviska (U+S): žádost o vydání společného povolení - chodník mezi ob;2024-05-22
Hradec Králové;Výběrové řízení na pozici: Referent/ka - stavební technik - PRODLOUŽENÍ;2024-05-22
Hradec Králové;Oznámení o uložení písemnosti - Kloz Martin  (zah.);2024-05-21
Hradec Králové;Oznámení o uložení písemnosti- Kloz Martin (opatr.);2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( vyhrazené parkování ) - Na kotli před čp.;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: |;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( srpen 2024 ) - mimořádné blokové čišt;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Uzavírka - ul. Malšovická, HK - Cyklomaraton 20;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na silnicích II.a III.třídy: Stanovení PŘÚ DZ MKO - MK k.ú. Dlouhé Dvory,;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: OUzavírka ( úplná ) - sil. III/32329 v k.ú. Lib;2024-05-21
Hradec Králové;Stanovení místní úpravy na místních komunikacích: Stanovení MÚ DZ MK - výměna SDZ B1 za B11 - Stautá;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ MK - st. 1015 v k.ú. Věkoše, H;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ MK - Hradební 632, HK - Divadl;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( stánky ) - Tylovo nábřeží, HK - Festival;2024-05-21
Hradec Králové;Stanovení přechodné úpravy na silnicích II.a III.třídy: Stanovení PŘÚ DZ MKO - ul.Nádražní+terminál;2024-05-20
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( akce ) - Smetanovo nábřeží, nám. 5.května;2024-05-20
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ ÚK - Orlice Park, HK - výstavb;2024-05-20
Hradec Králové;Stanovení přechodné úpravy na silnicích II.a III.třídy: OUzavírka ( úplná ) - sil. III/32329 v k.ú.;2024-05-20
Hradec Králové;Výzva o odstranění vozidla - Volkswagen Passat, bez RZ;2024-05-20
Hradec Králové;Výzva k odstranění cyklovraku bez uvedení výrobce, U Koruny;2024-05-20
Hradec Králové;OM1/063/2024 - směna pozemku pp. č. 113/13, k. ú. Březhrad;2024-05-20
Hradec Králové;Oznámení o plánovaném přerušení dodávky el. energie č. 110060955506 - 10. 6. 2024 - Plotiště n. L.;2024-05-20
Hradec Králové;220 EX 11576/23-134 Dražební vyhláška - elektronická dražba - 15. 7. 2024;2024-05-20
Hradec Králové;Aukční vyhláška - 18. 6. 2024 (stavební parcely v k. ú. Malšovice);2024-05-20
Hradec Králové;Aukční vyhláška - elektronická aukce - 4. 6. 2024;2024-05-20
Hradec Králové;Oznámení osobám s trvalým pobytem Československé armády 408, Hradec Králové 20.05.2024;2024-05-20
Hradec Králové;OM2/36/2024-záměr uzavřít nájemní smlouvu pro Destinační společnost Hradecko v k. ú. Hradec Králové;2024-05-17
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060947753, k. ú. Slezské Předměstí;2024-05-17
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060947773, k. ú. Slezské Předměstí;2024-05-17
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060954798, k. ú. Malšovice;2024-05-17
Hradec Králové;Dražeb. vyhláška - Usnesení o provedení elektron. dražby č.j. 203 Ex 24878/19-81, 10.7.2024, 13:00 h;2024-05-17
Hradec Králové;Dražeb. vyhláška - Usnesení o provedení elektron. dražby č.j. 203 Ex 38439/11-86, 10.7.2024, 13:00 h;2024-05-17
Hradec Králové;Výzva k odstranění vozidla - vyvěšení Citroen Picasso, bez RZ, U střelnice;2024-05-16
Hradec Králové;Stanovení přechodné úpravy na silnicích II.a III.třídy: Stanovení PŘÚ DZ silnice - silnice III/32339;2024-05-16
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Uzavírka ( úplná ) - p. p. č. 1087, Slezské Pře;2024-05-16
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( akce ) - Krajský sokolský slet, parkování;2024-05-16
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060928349, k. ú. Hradec Králové;2024-05-15
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060928312, k. ú. Pražské Předměstí;2024-05-15
Hradec Králové;Aukční vyhláška č.j. UZSVM/H/9240/2024-HMSO k. ú. Svinary;2024-05-15
Hradec Králové;Rozhodnutí o umístění stavby: III/2997 Pouchov - Piletice (po odbočku na Slatinu);2024-05-15
Hradec Králové;Oznámení o zahájení řízení - stanoviska: Distribuční kabelové vedení NN, v ulici Zelená, Kukleny, Hr;2024-05-15
Hradec Králové;Vyhlášení nálezu věci  15.5.2024;2024-05-15
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( překop ) - ul. Bieblova, HK - nová přípoj;2024-05-15
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( akce ) - Eliščino nábřeží, HK - 17. Králo;2024-05-15
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK (O1 ) -  Okružní čp.  698, HK - Brzek Miros;2024-05-15
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060957886, k. ú. Hradec Králové;2024-05-15
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060955921, k. ú. Pouchov;2024-05-15
Hradec Králové;Oznámení osobám s trvalým pobytem na Československé armády 408, Hradec Králové;2024-05-15
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060957516, k. ú. Nový Hr. Králové;2024-05-14
Hradec Králové;Oznámení o plánovaném přerušení dodávky elektrické energie č. 110060954772, k. ú. Březhrad, Plačice;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ MK - ul. Luční, HK - rekonstru;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Stanovení PŘÚ DZ ÚK - Petra Jilemnického, HK -;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( překop ) - ul. U Kulturního domu, HK - vo;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( květen 2024 ) - blokové čištění na mě;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: Čištění ( červen 2023 ) - blokové čištění na mě;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( akce ) - ul. Akademika Bedrny, HK - BEZVA;2024-05-14
Hradec Králové;Stanovení přechodné úpravy na místních komunikacích: ZUK ( umístění jeřábu ) - ul. Husitská, k. ú. P;2024-05-14
Hradec Králové;Oznámení návrh opatření: Stanovení MÚ DZ MK Heřmanova - proti čp. 1099 - V12a žlutá klikatá čára na;2024-05-14
Hradec Králové;Dražební vyhláška - Usnesení o oznámení dražebního roku č.j. 194 EX 552/23-79, 18.6.2024, 10:15 hod.;2024-05-14
Hradec Králové;Dražební vyhláška - Usnesení o oznámení dražebního roku č.j. 194 EX 552/23-80, 18.6.2024, 10:15 hod.;2024-05-14
Hradec Králové;Dražební vyhláška - Usnesení o oznámení dražebního roku č.j. 194 EX 552/23-81, 18.6.2024, 10:15 hod.;2024-05-14
